Tijd,x1,x2
0.0,-1.0,0.0
0.5,-0.9639440130819177,0.14096656171796781
1.0,-0.8629495194519841,0.258520014391195
1.5,-0.7103594611457752,0.3465507087067087
2.0,-0.5219065807640205,0.4016243887404552
2.5,-0.31437006078571833,0.42297107181333166
3.0,-0.1042859103402834,0.4122862618225258
3.5,0.09320278634254532,0.37337600058801224
4.0,0.2652873568902089,0.31168608289954347
4.5,0.4021798728120563,0.23375976231381754
5.0,0.49751991598100703,0.14666921767899346
5.5,0.5484995380259902,0.05746361818331831
6.0,0.5557243562194336,-0.027328672625938973
6.5,0.5228457664171949,-0.1021135685911462
7.0,0.45601208387662096,-0.16253913174463325
7.5,0.36319487597597533,-0.20568602620635154
8.0,0.25345005115810854,-0.23013825273245514
8.5,0.1361723341515806,-0.23594051043999165
9.0,0.02039676797858898,-0.22445604370672315
9.5,-0.08580797479979213,-0.19814446351798698
10.0,-0.1758198937220815,-0.1602829579584801
10.5,-0.2447956625091605,-0.11465605201637462
11.0,-0.2898448857059821,-0.06523890233108774
11.5,-0.3100492626214692,-0.015897212109213025
12.0,-0.30634005732396324,0.02987653913143618
12.5,-0.28125602985097864,0.06917528773948595
13.0,-0.23861039966595865,0.09982786426994918
13.5,-0.1830991056199582,0.12048296629216756
14.0,-0.11988372994290143,0.1306269739334606
14.5,-0.05418109305063213,0.1305406655890399
15.0,0.009112016713319293,0.12120370666822307
15.5,0.06573570138252854,0.10415865747474244
16.0,0.112308492782288,0.08134799338622078
16.5,0.14648358957149668,0.05493827683903034
17.0,0.1670168484399092,0.027145166293027982
17.5,0.17375009833990065,7.159272096382216e-05
18.0,0.16751901458438162,-0.02443066814013563
18.5,0.14999927176253647,-0.04486843635613939
19.0,0.12350774791915842,-0.060178909966644434
19.5,0.09077718544565935,-0.06976408874234588
20.0,0.0547227922672111,-0.07348895942226262
20.5,0.018218087210830878,-0.07164700460897978
21.0,-0.016104897167629622,-0.064898620322859
21.5,-0.04601933828727882,-0.05418936251658042
22.0,-0.06982302860122261,-0.040655732836750856
22.5,-0.08640915619179564,-0.025526406380691306
23.0,-0.09528816120735692,-0.010026310590299233
23.5,-0.0965637075463294,0.004709894673740711
24.0,-0.09086888655577452,0.017709705861463095
24.5,-0.07927093467906421,0.028216324976441616
25.0,-0.06315421684052232,0.03572180658903902
25.5,-0.04409186208585646,0.03997940357313823
26.0,-0.023716225470784117,0.04099621334884986
26.5,-0.0035974660416711523,0.03900852109897928
27.0,0.014861898756457942,0.034443223818832754
27.5,0.030510513356349613,0.02786941563915743
28.0,0.04250594561388081,0.019944492405794625
28.5,0.05034504107097862,0.011359121117208585
29.0,0.05386732343019926,0.002785086694255063
29.5,0.053233766612506506,-0.0051705587844723
30.0,0.04888478706442464,-0.012002392427092588
30.5,0.041482414090639574,-0.017332797264983848
31.0,0.0318422481603169,-0.020926583913252257
31.5,0.020860982177318986,-0.022694116082822326
32.0,0.009445110375999639,-0.022683817494206147
32.5,-0.0015543087578013615,-0.021065602252134604
33.0,-0.011396752687137352,-0.01810725918545109
33.5,-0.019494226257448954,-0.0141461447774365
34.0,-0.025438455372001966,-0.009558635833700032
34.5,-0.029012742453916166,-0.004729720960152307
35.0,-0.030189104828000052,-2.487309136572414e-05
35.5,-0.029112298244216486,0.004234014642044385
36.0,-0.026073115499111423,0.007787310354231314
36.5,-0.02147385988310002,0.010450135434996836
37.0,-0.015789208149907648,0.012118363810487547
37.5,-0.009525630263272598,0.01276832014939147
38.0,-0.0031824812928919173,0.01245080383088575
38.5,0.0027827606719198197,0.011280403306164699
39.0,0.00798296074803259,0.009421294952112243
39.5,0.012122087281347515,0.007070878627040502
40.0,0.015007540779543574,0.004442616890857407
40.5,0.016553965653039744,0.0017493650086957738
41.0,0.016779104237158195,-0.0008116679079495856
41.5,0.01579272585558134,-0.0030714180074977813
42.0,0.013780079954524387,-0.004898278100512104
42.5,0.010981581448260325,-0.00620386923669433
43.0,0.0076705016784369,-0.00694519451869994
43.5,0.00413046551459632,-0.0071233708481821135
44.0,0.0006343451129665107,-0.0067793511267162185
44.5,-0.0025740689205716294,-0.0059872290571540724
45.0,-0.005294588887073066,-0.0048458301056543696
45.5,-0.007380687398164345,-0.0034693492331529796
46.0,-0.008744777030906974,-0.001977787130599525
46.5,-0.009358815349484621,-0.00048788737116811295
47.0,-0.009250625957797673,0.0008948328493560235
47.5,-0.008496611735756474,0.0020824999015511786
48.0,-0.007211714873759068,0.0030094399411676447
48.5,-0.005537589246021152,0.003634716036106064
49.0,-0.0036300199118390972,0.0039426895163248415
49.5,-0.0016465198775135654,0.003941713347364049
